"","MSSubClass","MSZoning","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","HeatingQC","CentralAir","GrLivArea","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageArea","GarageQual","GarageCond","PavedDrive","Fence","SaleType","SaleCondition","SalePrice","BeenRemod","EraBuilt","Pool","TotBathrooms","TotPorch"
"764","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story","8","5",1999,"Gable","VinylSd","VinylSd","BrkFace",6.51323011091231,"Gd","TA","PConc","Gd","TA","Mn","GLQ",7.05961762829138,"Unf",7.13329595489607,"Ex","Y",7.76895604453833,"Gd","Typ",1,"Gd","Attchd","RFn",856,"TA","TA","Y","None","WD","Normal",12.7278382093345,"FALSE","1990s","FALSE",3.5,5.73334127689775
"765","120","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","Veenker","Norm","TwnhsE","1Story","8","5",1996,"Hip","BrkFace","BrkFace","None",0,"Gd","Gd","PConc","Gd","Gd","Av","LwQ",6.08221891037645,"GLQ",7.30988148582479,"Ex","Y",7.30988148582479,"Ex","Typ",1,"Gd","Attchd","Fin",481,"TA","TA","Y","None","WD","Normal",12.5061772379805,"TRUE","1990s","FALSE",2.5,5.50938833662798
"766","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story","9","5",2008,"Gable","VinylSd","VinylSd","Stone",5.65248918026865,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",7.3125534981026,"Ex","Y",7.3178761986265,"Ex","Typ",1,"Gd","Attchd","Fin",592,"TA","TA","Y","None","New","Partial",12.4842042571701,"FALSE","2000s","FALSE",2,5.16478597392351
"767","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story","7","5",1988,"Gable","HdBoard","HdBoard","BrkFace",3.76120011569356,"TA","TA","CBlock","Gd","TA","No","GLQ",5.97888576490112,"Unf",6.88857245956536,"TA","Y",7.44716835960004,"TA","Typ",1,"TA","Attchd","Unf",496,"TA","TA","Y","MnPrv","WD","Normal",12.1884177102915,"FALSE","1980s","FALSE",2.5,6.11146733950268
"768","50","RL","NoAlley","IR1","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1.5Fin","6","7",1985,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Mn","ALQ",6.49375383985169,"Unf",6.89162589705225,"Ex","Y",7.46794233228585,"TA","Mod",0,"No","Attchd","Unf",423,"TA","TA","Y","None","WD","Normal",11.982929094216,"TRUE","1940s","FALSE",3,5.99645208861902
"769","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5",2005,"Hip","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",3.2188758248682,"Unf",7.52886925664225,"Ex","Y",7.51588908521513,"Gd","Typ",1,"Gd","Attchd","Fin",484,"TA","TA","Y","None","WD","Normal",12.2869011981928,"TRUE","2000s","FALSE",2,5.03695260241363
"770","60","RL","NoAlley","IR2","HLS","CulDSac","Mod","StoneBr","Norm","1Fam","2Story","8","5",2003,"Hip","CemntBd","Wd Shng","BrkFace",6.40357419793482,"Ex","TA","PConc","Gd","TA","Gd","ALQ",7.25629723969068,"Unf",7.40913644392013,"Ex","Y",8.09559870137819,"Ex","Mod",1,"Gd","BuiltIn","Fin",841,"TA","TA","Y","None","WD","Normal",13.1956138391439,"FALSE","2000s","FALSE",4.5,6.62007320653036
"771","85","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam","SFoyer","5","5",1982,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",6.53087762772588,"Unf",6.75576892198425,"TA","Y",6.75576892198425,"TA","Typ",0,"No","Detchd","Unf",576,"TA","TA","Y","None","WD","Normal",11.8122890421958,"FALSE","1980s","FALSE",2,4.79579054559674
"772","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story","4","5",1951,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Fa","Fa","No","LwQ",6.72982407048948,"Unf",6.72982407048948,"TA","Y",7.1074254741107,"TA","Typ",0,"No","Detchd","Unf",396,"TA","TA","Y","None","COD","Normal",11.5327280922664,"FALSE","1950s","FALSE",1,0
"773","80","RL","NoAlley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","SLvl","6","5",1976,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",6.04737217904628,"BLQ",6.93731408122368,"TA","Y",7.01929665371504,"TA","Typ",1,"TA","Detchd","Unf",672,"TA","TA","Y","MnPrv","WD","Abnorml",11.580584113444,"FALSE","1970s","FALSE",2,4.97673374242057
"774","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Feedr","1Fam","1Story","5","5",1958,"Gable","Wd Sdng","Wd Sdng","None",0.693147180559945,"TA","TA","CBlock","TA","TA","No","Rec",6.12468339089421,"Unf",6.81673588059497,"Ex","Y",6.81673588059497,"TA","Typ",0,"No","Attchd","RFn",275,"TA","TA","Y","None","COD","Normal",11.6483301019764,"FALSE","1950s","FALSE",1,0
"775","20","RL","NoAlley","Reg","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","1Story","8","5",2006,"Hip","VinylSd","VinylSd","BrkFace",5.92958914338989,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",7.56837926783652,"Gd","Y",7.58781721999343,"Gd","Typ",1,"Gd","Attchd","Fin",895,"TA","TA","Y","None","New","Partial",12.8866410438833,"FALSE","2000s","FALSE",2,5.88887795833288
"776","120","RM","NoAlley","Reg","Lvl","FR2","Gtl","Mitchel","Norm","TwnhsE","1Story","6","5",1998,"Hip","VinylSd","VinylSd","BrkFace",5.77144112313002,"TA","TA","PConc","Ex","TA","No","GLQ",6.76503897678054,"Unf",7.09423484592476,"Ex","Y",7.09423484592476,"TA","Typ",0,"No","Attchd","Fin",412,"TA","TA","Y","None","WD","Normal",11.9953516142145,"FALSE","1990s","FALSE",3,5.51342874616498
"777","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5",2006,"Gable","VinylSd","VinylSd","BrkFace",5.48479693349065,"Gd","TA","PConc","Gd","TA","Av","GLQ",3.04452243772342,"Unf",7.38709023565676,"Ex","Y",7.38709023565676,"Gd","Typ",0,"No","Attchd","RFn",865,"TA","TA","Y","None","New","Partial",12.3081778684673,"TRUE","2000s","FALSE",2,5.31811999384422
"778","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story","5","5",1974,"Hip","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.63725803128446,"Unf",6.76272950693188,"TA","Y",6.79682371827486,"TA","Typ",1,"Fa","Attchd","Unf",440,"TA","TA","Y","MnPrv","WD","Normal",11.8670972786908,"FALSE","1970s","FALSE",2,5.48893772615669
"779","90","RH","NoAlley","Reg","Lvl","Inside","Gtl","SawyerW","Feedr","Duplex","1Story","5","5",1977,"Gable","Plywood","Plywood","BrkFace",5.77144112313002,"TA","TA","Slab","No","No","No","No",0,"No",0,"TA","Y",7.61134771740362,"TA","Typ",2,"TA","Detchd","Unf",630,"TA","TA","Y","None","WD","Normal",11.8775685785581,"FALSE","1970s","FALSE",2,0
"780","90","RL","NoAlley","Reg","Lvl","Inside","Gtl","Mitchel","Norm","Duplex","SFoyer","6","5",1977,"Gable","Plywood","ImStucc","BrkFace",4.51085950651685,"TA","TA","CBlock","Gd","TA","Gd","GLQ",6.88346258641309,"Unf",6.88346258641309,"TA","Y",6.91274282049318,"TA","Typ",0,"No","Attchd","Unf",504,"TA","TA","Y","None","WD","Normal",11.8130300574206,"FALSE","1970s","FALSE",2,0
"781","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","1Story","7","5",1996,"Gable","HdBoard","HdBoard","BrkFace",3.66356164612965,"TA","TA","PConc","Gd","Gd","No","Unf",0,"Unf",7.12125245324454,"Gd","Y",7.13409372119287,"TA","Typ",1,"TA","Attchd","Fin",402,"TA","TA","Y","None","WD","Normal",12.0782392740203,"TRUE","1990s","FALSE",2,5.48893772615669
"782","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story","6","5",1992,"Gable","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","TA","No","ALQ",5.96100533962327,"Unf",6.63594655568665,"Ex","Y",7.38025578842646,"Gd","Typ",0,"No","Attchd","RFn",484,"TA","TA","Y","None","WD","Normal",12.0776709307256,"FALSE","1990s","FALSE",2.5,4.8283137373023
"783","20","RL","NoAlley","IR2","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5",2002,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",7.25417784645652,"Ex","Y",7.26612877955645,"Gd","Typ",0,"No","Attchd","RFn",605,"TA","TA","Y","None","WD","Normal",12.1393985122622,"TRUE","2000s","FALSE",2,3.52636052461616
"784","85","RL","NoAlley","IR1","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","SFoyer","5","6",1978,"Gable","Plywood","Plywood","BrkFace",4.65396035015752,"TA","Gd","PConc","Gd","TA","Av","GLQ",7.00124562206948,"Unf",7.00124562206948,"Ex","Y",7.01301578963963,"Gd","Typ",1,"TA","Attchd","Fin",602,"TA","TA","Y","None","WD","Normal",12.0167264737993,"FALSE","1970s","FALSE",2,5.8111409929767
"785","75","RM","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2.5Unf","6","6",2001,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",6.61069604471776,"Ex","Y",7.3031700512368,"TA","Typ",1,"Gd","NoGarage","NoGarage",0,"NoGarage","NoGarage","Y","None","WD","Normal",11.7597855429018,"TRUE","1910s","FALSE",2,6.05443934626937
"786","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NWAmes","Feedr","1Fam","1Story","6","5",1967,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",5.52942908751142,"LwQ",7.22475340576797,"TA","Y",7.20266119652324,"TA","Typ",1,"Gd","Attchd","Unf",457,"TA","TA","Y","None","WD","Normal",11.9922604216448,"FALSE","1960s","FALSE",2,5.28826703069454
"787","50","RM","NoAlley","Reg","Lvl","Inside","Gtl","OldTown","Artery","1Fam","1.5Fin","5","6",1950,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","PConc","Fa","TA","No","LwQ",6.53233429222235,"Unf",6.53233429222235,"TA","Y",7.41034709782102,"TA","Typ",0,"No","Detchd","Unf",416,"TA","TA","Y","None","WD","Normal",11.8422292121128,"TRUE","1910s","FALSE",3,5.28320372873799
"788","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story","7","5",2004,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",6.48768401848461,"Unf",6.86380339145295,"Ex","Y",7.6425241342329,"Gd","Typ",0,"No","BuiltIn","RFn",618,"TA","TA","Y","None","WD","Normal",12.3587937325478,"FALSE","2000s","FALSE",3.5,3.8286413964891
"789","20","RM","NoAlley","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1Story","4","7",2000,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",6.80461452006262,"Ex","Y",6.80461452006262,"TA","Typ",0,"No","Detchd","Unf",281,"Fa","TA","Y","None","WD","Normal",11.5889601512462,"TRUE","1950s","FALSE",1,0
"790","60","RL","NoAlley","IR1","Low","Inside","Gtl","ClearCr","Norm","1Fam","2Story","6","8",2007,"Gable","HdBoard","HdBoard","BrkFace",5.06259503302697,"TA","TA","CBlock","TA","Fa","Gd","LwQ",6.34388043412633,"Unf",6.72503364216684,"Gd","Y",7.64396194900253,"Gd","Typ",0,"No","Attchd","Fin",444,"TA","TA","Y","None","WD","Normal",12.1415341243926,"TRUE","1960s","FALSE",2.5,5.71042701737487
"791","120","C (all)","NoAlley","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story","7","5",2006,"Gable","VinylSd","VinylSd","BrkFace",2.484906649788,"Gd","TA","PConc","Gd","TA","No","GLQ",2.83321334405622,"Unf",7.04403289727469,"Ex","Y",7.04403289727469,"Gd","Typ",1,"Gd","Attchd","Fin",397,"TA","TA","Y","None","WD","Normal",11.9841783136164,"TRUE","2000s","FALSE",2,4.76217393479776
"792","80","RL","NoAlley","IR1","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","SLvl","6","5",1976,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Av","ALQ",6.29156913955832,"Unf",6.93731408122368,"TA","Y",6.96885037834195,"TA","Typ",2,"TA","Attchd","RFn",539,"TA","TA","Y","None","WD","Normal",11.8968263951626,"FALSE","1970s","FALSE",2,4.79579054559674
"793","60","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","NoRidge","Norm","1Fam","2Story","7","5",1997,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.76041469108343,"Unf",7.01929665371504,"Ex","Y",7.60787807327851,"TA","Typ",1,"TA","Attchd","Unf",455,"TA","TA","Y","None","WD","Normal",12.5053991575767,"TRUE","1990s","FALSE",3.5,5.73979291217923
"794","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story","8","5",2007,"Gable","CemntBd","CmentBd","Stone",4.94875989037817,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",7.31121838441963,"Ex","Y",7.31121838441963,"Gd","Typ",0,"No","Attchd","Fin",474,"TA","TA","Y","None","New","Partial",12.3238556811866,"FALSE","2000s","FALSE",2,5.70044357339069
"795","60","RL","NoAlley","IR1","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story","7","5",1996,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.5694814204143,"Ex","Y",7.54750168281497,"Gd","Typ",1,"TA","Attchd","Fin",409,"TA","TA","Y","None","WD","Normal",12.1781874420406,"TRUE","1990s","FALSE",2.5,5.24702407216049
"796","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story","6","6",1981,"Gable","HdBoard","HdBoard","BrkFace",4.87519732320115,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",6.47850964220857,"TA","Y",7.35564110297425,"TA","Typ",1,"TA","Attchd","Unf",476,"TA","TA","Y","MnPrv","WD","Normal",12.0494188354848,"TRUE","1980s","FALSE",2.5,5.54126354515843
"797","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story","6","5",1977,"Gable","Plywood","Plywood","BrkFace",5.00394630594546,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",6.49375383985169,"Ex","Y",7.15929190479756,"TA","Typ",1,"TA","Attchd","RFn",528,"TA","TA","Y","MnPrv","WD","Normal",11.8740903141818,"FALSE","1970s","FALSE",1.5,4.93447393313069
"798","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","5",1953,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",6.34738920965601,"Unf",6.65157187358973,"Gd","Y",6.65157187358973,"TA","Typ",0,"No","Attchd","Unf",240,"TA","TA","Y","None","WD","Abnorml",11.6082356447746,"FALSE","1950s","FALSE",1,0
"799","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story","9","5",2009,"Hip","VinylSd","VinylSd","Stone",6.75809450442773,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",7.56371966841437,"Ex","Y",8.05229649953865,"Ex","Typ",2,"Gd","BuiltIn","Fin",820,"TA","TA","Y","None","New","Partial",13.0919041699196,"TRUE","2000s","FALSE",3.5,5.40717177146012
"800","50","RL","NoAlley","Reg","Lvl","Corner","Gtl","SWISU","Feedr","1Fam","1.5Fin","5","7",1950,"Gable","Wd Sdng","Wd Sdng","BrkFace",5.53338948872752,"TA","TA","BrkTil","Gd","TA","No","ALQ",6.3456363608286,"Unf",6.59578051396131,"Ex","Y",7.47816969415979,"Gd","Typ",2,"TA","Detchd","Unf",240,"TA","TA","Y","MnPrv","WD","Normal",12.0725412529057,"TRUE","1930s","FALSE",2.5,5.57972982598622
"801","60","RL","NoAlley","IR1","HLS","Inside","Mod","ClearCr","Feedr","1Fam","2Story","6","5",1997,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",6.13772705408623,"Unf",6.42486902390539,"Gd","Y",7.4318919168078,"Gd","Typ",0,"No","Attchd","RFn",603,"TA","TA","Y","None","WD","Normal",12.2060726455302,"FALSE","1990s","FALSE",3.5,6.55535689181067
"802","30","RM","NoAlley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1Story","4","7",1990,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",5.28826703069454,"Unf",7.08757370555797,"Ex","Y",7.08757370555797,"TA","Typ",0,"No","Detchd","Unf",440,"TA","TA","Y","None","WD","Normal",11.6073261403917,"TRUE","1910s","FALSE",2,0
"803","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","7","5",2005,"Gable","WdShing","Wd Shng","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.47543271670409,"Unf",6.59167373200866,"Ex","Y",7.2841348061952,"Gd","Typ",1,"Gd","Attchd","Fin",410,"TA","TA","Y","None","WD","Normal",12.1495022940418,"FALSE","2000s","FALSE",3.5,4.00733318523247
"804","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story","9","5",2009,"Hip","VinylSd","VinylSd","Stone",6.05208916892442,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",7.45876269238096,"Ex","Y",7.94555542825349,"Ex","Typ",1,"Gd","BuiltIn","RFn",1020,"TA","TA","Y","None","New","Partial",13.2758275359155,"TRUE","2000s","FALSE",3.5,6.0282785202307
"805","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","5",1954,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",6.70073110954781,"Unf",6.84268328223842,"TA","Y",7.02908756414966,"TA","Min1",0,"No","Attchd","Unf",286,"TA","TA","Y","GdWo","WD","Family",11.6784399034478,"FALSE","1950s","FALSE",1,0
"806","20","RL","NoAlley","IR1","Lvl","FR2","Gtl","Somerst","Norm","1Fam","1Story","7","5",2008,"Gable","VinylSd","VinylSd","Stone",5.54907608489522,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",7.25700270709207,"Ex","Y",7.26473017792987,"Ex","Typ",0,"No","Attchd","RFn",554,"TA","TA","Y","None","New","Partial",12.3356964133237,"FALSE","2000s","FALSE",2,4.11087386417331
"807","80","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl","5","5",1967,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Av","ALQ",5.99396142730657,"Rec",6.88857245956536,"Gd","Y",6.88857245956536,"TA","Typ",0,"No","Attchd","Fin",384,"TA","TA","Y","None","WD","Normal",11.8167269193019,"FALSE","1960s","FALSE",2,4.23410650459726
"808","70","RL","NoAlley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","2Story","5","6",2004,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Gd","GLQ",7.1777824161952,"Unf",7.18916773842032,"Ex","Y",7.36327958696304,"Gd","Typ",1,"TA","Attchd","RFn",528,"TA","TA","Y","None","WD","Normal",12.3171666930358,"TRUE","1920s","FALSE",3.5,5.74620319054015
"809","80","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl","5","5",1966,"Gable","VinylSd","VinylSd","BrkFace",6.95463886488099,"TA","TA","CBlock","TA","TA","Av","ALQ",6.24804287450843,"BLQ",6.93244789157251,"TA","Y",6.99117688712121,"TA","Typ",1,"Gd","Attchd","RFn",484,"TA","TA","Y","GdWo","WD","Normal",11.9826165453777,"FALSE","1960s","FALSE",2,0
"810","75","RM","NoAlley","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2.5Unf","5","5",1965,"Hip","AsbShng","AsbShng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",6.74523634948436,"TA","N",7.66809370908241,"TA","Typ",0,"No","Detchd","Unf",360,"Fa","Po","N","MnPrv","WD","Normal",11.5711943730942,"TRUE","1800s","FALSE",2,5.28320372873799
"811","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story","6","6",1999,"Hip","HdBoard","HdBoard","BrkFace",4.60517018598809,"TA","TA","CBlock","TA","TA","No","ALQ",6.49828214947643,"LwQ",6.94793706861497,"Fa","Y",7.1777824161952,"Gd","Typ",1,"Fa","Attchd","RFn",484,"TA","TA","Y","GdPrv","WD","Normal",12.106252310248,"TRUE","1970s","TRUE",2.5,5.5834963087817
"812","120","RM","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","TwnhsE","1Story","6","5",2004,"Gable","VinylSd","VinylSd","BrkFace",5.13579843705026,"Gd","TA","PConc","Gd","TA","Gd","GLQ",6.49677499018586,"Unf",6.74405918631135,"Ex","Y",6.74405918631135,"Gd","Typ",1,"Gd","Attchd","Fin",420,"TA","TA","Y","None","ConLD","Normal",11.8810347865346,"FALSE","2000s","FALSE",2,4.94875989037817
"813","20","C (all)","NoAlley","Reg","Bnk","Inside","Mod","IDOTRR","Norm","1Fam","1Story","5","5",1952,"Hip","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","TA","TA","Av","Unf",0,"Unf",6.29341927884648,"TA","N",6.95177216439891,"Fa","Typ",0,"No","Basment","Unf",504,"TA","TA","N","None","WD","Alloca",10.9329819619041,"FALSE","1950s","FALSE",1,0
"814","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","6",1958,"Gable","MetalSd","MetalSd","BrkFace",5.4971682252932,"TA","TA","CBlock","TA","TA","No","Rec",6.4118182677099,"Unf",7.27447955877387,"Gd","Y",7.27447955877387,"TA","Typ",0,"No","Attchd","RFn",301,"TA","TA","Y","None","COD","Normal",11.9697172002437,"FALSE","1950s","FALSE",1.5,5.62040086571715
"815","50","RL","Grvl","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin","5","7",1950,"Gable","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",6.53233429222235,"Gd","Y",7.13169851046691,"Fa","Typ",0,"No","Detchd","Unf",280,"TA","TA","P","None","WD","Normal",11.6613454700885,"TRUE","1910s","FALSE",2,5.71702770140622
"816","20","RL","NoAlley","IR2","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam","1Story","7","5",1998,"Gable","VinylSd","VinylSd","BrkFace",6.09356977004514,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",7.40853056689463,"Ex","Y",7.41577697541539,"Gd","Typ",0,"No","Attchd","RFn",598,"TA","TA","Y","None","WD","Normal",12.3234111379474,"FALSE","1990s","FALSE",2,3.55534806148941
"817","20","RL","NoAlley","IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story","5","6",1954,"Gable","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",6.18826412308259,"Unf",6.91671502035361,"Gd","Y",6.91671502035361,"TA","Typ",1,"Gd","Attchd","RFn",275,"TA","TA","Y","None","WD","Normal",11.8277362048103,"FALSE","1950s","FALSE",1,4.79579054559674
"818","20","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","1Story","8","5",2002,"Hip","CemntBd","CmentBd","BrkFace",5.00394630594546,"Gd","TA","PConc","Gd","TA","No","GLQ",7.10578612948127,"Unf",7.35819375273303,"Ex","Y",7.43248380791712,"Gd","Typ",2,"Gd","Attchd","RFn",857,"TA","TA","Y","None","WD","Normal",12.5098740998618,"FALSE","2000s","FALSE",3,5.34710753071747
"819","80","RL","NoAlley","Reg","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","SLvl","6","7",1971,"Gable","HdBoard","HdBoard","BrkFace",4.39444915467244,"TA","TA","CBlock","TA","TA","Av","GLQ",6.22455842927536,"Unf",6.91869521902047,"Gd","Y",6.95939851213398,"TA","Typ",0,"No","Attchd","Unf",440,"TA","TA","Y","MnPrv","WD","Normal",11.9511803959014,"FALSE","1970s","FALSE",2,0
"820","120","RL","NoAlley","IR1","Lvl","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story","7","5",2010,"Gable","VinylSd","VinylSd","Stone",4.85981240436167,"Gd","TA","PConc","Gd","TA","Mn","GLQ",6.59850902861452,"Unf",7.21450441415114,"Ex","Y",7.21450441415114,"Gd","Typ",1,"Gd","Attchd","RFn",484,"TA","TA","Y","None","New","Partial",12.3194013308372,"TRUE","2000s","FALSE",3,5.42934562895444
"821","60","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam","2Story","7","5",2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.68336094576627,"Ex","Y",7.40306109109009,"Gd","Typ",0,"No","Attchd","RFn",595,"TA","TA","Y","None","WD","Normal",12.1172414318236,"FALSE","2000s","FALSE",2.5,3.8286413964891
"822","20","RM","Pave","Reg","Bnk","Inside","Mod","OldTown","Norm","2fmCon","1Story","4","4",1953,"Gable","MetalSd","MetalSd","None",0,"Fa","TA","CBlock","Fa","TA","No","Unf",0,"Unf",6.84268328223842,"TA","N",6.84268328223842,"TA","Min2",0,"No","Detchd","Unf",576,"TA","TA","Y","None","WD","Normal",11.4403547721354,"FALSE","1950s","FALSE",1,4.97673374242057
"823","60","RL","NoAlley","IR1","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story","7","5",2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",6.7428806357919,"Ex","Y",7.45818615734049,"Gd","Typ",1,"Gd","BuiltIn","Fin",433,"TA","TA","Y","None","WD","Family",12.3238556811866,"FALSE","2000s","FALSE",2.5,5.00394630594546
"824","50","RL","NoAlley","Reg","Lvl","Inside","Gtl","SWISU","Norm","1Fam","1.5Fin","6","7",1950,"Gable","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",6.65801104587075,"TA","Y",7.30653139893951,"TA","Typ",1,"Gd","Detchd","Unf",240,"TA","TA","Y","GdWo","WD","Normal",11.8458198802436,"TRUE","1940s","FALSE",2,5.8171111599632
